,NAME,GRADE,AGE,SKILL,STARCOLL,NUMOFF,POS,HEIGHT_IN,WEIGHT_LBS,COLLDIST_MI,NILVAL_LONG_USD,INSTA_LONG,TWIT_LONG,TIK_LONG,SPORT,RECRUIT_YEAR,EXP_MONTHS,EXP_YEARS,institution_name_short,ClassificationCode,REV_MEN,EXP_MEN
759,Paul Lewis,4.0,19.1,84.92,Vanderbilt,12.0,1.0,75.0,165.0,562.0,,0.0,0.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Vanderbilt,1.0,13587388.0,13587388.0
760,Karris Bilal,0.0,17.0,84.67,Vanderbilt,3.0,1.0,74.0,180.0,215.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Vanderbilt,1.0,13587388.0,13587388.0
764,Alex Condon,2.0,18.316666666666666,89.75,Florida,1.0,5.0,83.0,230.0,8017.0,,0.0,0.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Florida,1.0,12687631.0,8415740.0
765,Thomas Haugh,2.0,18.316666666666666,86.03,Florida,15.0,5.0,81.0,200.0,837.0,,2400.0,960.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Florida,1.0,12687631.0,8415740.0
766,Riley Kugel,4.0,19.1,93.96,Florida,16.0,2.0,77.0,185.0,95.0,,0.0,0.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Florida,1.0,12687631.0,8415740.0
767,Denzel Aberdeen,4.0,19.1,90.0,Florida,1.0,3.0,77.0,180.0,95.0,,0.0,0.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Florida,1.0,12687631.0,8415740.0
768,Kowacie Reeves,6.0,20.0,96.45,Florida,15.0,2.0,78.0,192.0,231.0,84000.0,130000.0,3300.0,1100.0,basketball,2021.0,26.0,2.1726027397260275,Florida,1.0,12687631.0,8415740.0
769,Cameron Boozer,0.0,16.0,99.68,Florida,14.0,5.0,81.0,205.0,292.0,325000.0,81000.0,393.0,16600.0,basketball,2025.0,0.0,0.0,Florida,1.0,12687631.0,8415740.0
770,Mikel Brown Jr.,0.0,16.0,97.5,Florida,17.0,1.0,73.0,150.0,95.0,165000.0,11700.0,1100.0,0.0,basketball,2025.0,0.0,0.0,Florida,1.0,12687631.0,8415740.0
771,Cayden Boozer,0.0,16.0,97.45,Florida,14.0,1.0,75.0,190.0,292.0,187000.0,40000.0,0.0,15900.0,basketball,2025.0,0.0,0.0,Florida,1.0,12687631.0,8415740.0
772,Ryan Jones,0.0,17.0,94.06,Florida,14.0,5.0,80.0,225.0,0.0,,2400.0,1100.0,0.0,basketball,2024.0,0.0,0.0,Florida,1.0,12687631.0,8415740.0
773,Sammie Yeanay,0.0,17.0,92.04,Florida,9.0,5.0,81.0,220.0,0.0,,2200.0,495.0,0.0,basketball,2024.0,0.0,0.0,Florida,1.0,12687631.0,8415740.0
774,Isaiah Brown,0.0,17.0,91.17,Florida,1.0,2.0,76.0,170.0,95.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Florida,1.0,12687631.0,8415740.0
775,Alex Constanza,0.0,15.0,98.05,Florida,14.0,2.0,80.0,175.0,278.0,142000.0,2900.0,278.0,0.0,basketball,2026.0,0.0,0.0,Florida,1.0,12687631.0,8415740.0
776,Drew Steffe,2.0,18.316666666666666,89.58,Texas Tech,17.0,2.0,77.0,175.0,290.0,,5700.0,4400.0,541.0,basketball,2023.0,2.0,0.1726027397260274,Texas Tech,1.0,15290989.0,11858683.0
777,Elijah Fisher,4.0,19.0,97.19,Texas Tech,20.0,2.0,78.0,190.0,1391.0,,75000.0,2800.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Texas Tech,1.0,15290989.0,11858683.0
778,Pop Isaacs Jr.,4.0,19.1,93.13,Texas Tech,24.0,1.0,74.0,180.0,670.0,,17100.0,4400.0,19.0,basketball,2022.0,14.0,1.1726027397260275,Texas Tech,1.0,15290989.0,11858683.0
779,Robert Jennings,4.0,19.1,85.0,Texas Tech,14.0,5.0,79.0,225.0,297.0,,2200.0,3300.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Texas Tech,1.0,15290989.0,11858683.0
780,Jaden Toombs,0.0,16.0,95.61,Texas Tech,3.0,6.0,81.0,215.0,297.0,,0.0,0.0,0.0,basketball,2025.0,0.0,0.0,Texas Tech,1.0,15290989.0,11858683.0
781,Patton Pinkins,0.0,16.0,94.18,Texas Tech,6.0,2.0,77.0,170.0,13.0,,0.0,0.0,0.0,basketball,2025.0,0.0,0.0,Texas Tech,1.0,15290989.0,11858683.0
782,Kingston Flemings,0.0,16.0,93.71,Texas Tech,9.0,1.0,73.0,155.0,345.0,,2500.0,0.0,0.0,basketball,2025.0,0.0,0.0,Texas Tech,1.0,15290989.0,11858683.0
932,BJ Davis,2.0,18.316666666666666,88.57,San Diego State,2.0,1.0,73.0,170.0,405.0,,0.0,0.0,0.0,basketball,2023.0,2.0,0.1726027397260274,San Diego State,1.0,9712945.0,7219564.0
933,Elijah Saunders,4.0,19.1,87.59,San Diego State,1.0,5.0,80.0,220.0,299.0,,2200.0,556.0,189.0,basketball,2022.0,14.0,1.1726027397260275,San Diego State,1.0,9712945.0,7219564.0
934,Miles Byrd,4.0,19.1,87.54,San Diego State,21.0,2.0,78.0,165.0,430.0,,5200.0,1100.0,1100.0,basketball,2022.0,14.0,1.1726027397260275,San Diego State,1.0,9712945.0,7219564.0
935,Mazi Mosley,0.0,16.0,93.16,San Diego State,4.0,2.0,76.0,165.0,119.0,,0.0,0.0,0.0,basketball,2025.0,0.0,0.0,San Diego State,1.0,9712945.0,7219564.0
936,Pharaoh Compton,0.0,17.0,92.64,San Diego State,11.0,5.0,79.0,215.0,265.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,San Diego State,1.0,9712945.0,7219564.0
938,Jaydon Young,2.0,18.316666666666666,85.5,Virginia Tech,14.0,2.0,76.0,205.0,90.0,,1.0,1100.0,64.0,basketball,2023.0,2.0,0.1726027397260274,Virginia Tech,1.0,12456695.0,8404702.0
939,Rodney Rice,4.0,19.1,94.74,Virginia Tech,25.0,2.0,76.0,205.0,217.0,,7100.0,2700.0,1100.0,basketball,2022.0,14.0,1.1726027397260275,Virginia Tech,1.0,12456695.0,8404702.0
940,Patrick Wessler,1.0,19.1,89.71,Virginia Tech,10.0,6.0,84.0,255.0,143.0,,1700.0,908.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Virginia Tech,1.0,12456695.0,8404702.0
941,MJ Collins,4.0,19.1,87.1,Virginia Tech,1.0,2.0,76.0,190.0,168.0,,4200.0,844.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Virginia Tech,1.0,12456695.0,8404702.0
944,Nate Ament,0.0,16.0,96.67,Virginia Tech,14.0,4.0,80.0,170.0,190.0,107000.0,1200.0,399.0,0.0,basketball,2025.0,0.0,0.0,Virginia Tech,1.0,12456695.0,8404702.0
946,Colt Langdon,0.0,16.0,91.17,Virginia Tech,9.0,4.0,79.0,205.0,144.0,,0.0,0.0,0.0,basketball,2025.0,0.0,0.0,Virginia Tech,1.0,12456695.0,8404702.0
947,Adrien Stevens,0.0,16.0,90.78,Virginia Tech,11.0,2.0,76.0,195.0,250.0,,1900.0,288.0,0.0,basketball,2025.0,0.0,0.0,Virginia Tech,1.0,12456695.0,8404702.0
948,Tyler Johnson,0.0,17.0,83.0,Virginia Tech,13.0,4.0,77.0,190.0,605.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Virginia Tech,1.0,12456695.0,8404702.0
949,Jordan Smith Jr.,0.0,15.0,96.93,Virginia Tech,2.0,2.0,75.0,175.0,200.0,78000.0,6900.0,220.0,0.0,basketball,2026.0,0.0,0.0,Virginia Tech,1.0,12456695.0,8404702.0
952,Jamier Jones,0.0,16.0,97.83,USF,11.0,4.0,78.0,180.0,48.0,194000.0,50000.0,641.0,0.0,basketball,2025.0,0.0,0.0,USF,1.0,4930060.0,4930060.0
953,Shon Abaev,0.0,16.0,95.48,USF,13.0,4.0,79.0,185.0,19.0,,0.0,463.0,0.0,basketball,2025.0,0.0,0.0,USF,1.0,4930060.0,4930060.0
954,Bryce Lindsay,2.0,18.316666666666666,88.33,Texas A&M,18.0,2.0,75.0,175.0,1263.0,,10000.0,1300.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Texas A&M,1.0,12877530.0,13524047.0
955,Brandon White,2.0,18.316666666666666,85.92,Texas A&M,23.0,6.0,82.0,205.0,1005.0,,4800.0,766.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Texas A&M,1.0,12877530.0,13524047.0
956,Solomon Washington,4.0,19.1,86.92,Texas A&M,12.0,4.0,78.0,190.0,375.0,,11300.0,496.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Texas A&M,1.0,12877530.0,13524047.0
957,Manny Obaseki,6.0,20.0,96.71,Texas A&M,16.0,2.0,76.0,175.0,172.0,,6900.0,1900.0,1500.0,basketball,2021.0,26.0,2.1726027397260275,Texas A&M,1.0,12877530.0,13524047.0
958,George Turkson,0.0,17.0,91.93,Texas A&M,12.0,5.0,79.0,205.0,1623.0,,1100.0,646.0,0.0,basketball,2024.0,0.0,0.0,Texas A&M,1.0,12877530.0,13524047.0
959,Rob Dockery,0.0,17.0,91.62,Texas A&M,18.0,4.0,79.0,195.0,1233.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Texas A&M,1.0,12877530.0,13524047.0
960,Tyrone Riley,0.0,17.0,90.49,Texas A&M,19.0,4.0,77.0,190.0,1292.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Texas A&M,1.0,12877530.0,13524047.0
961,Andre Mills,0.0,17.0,88.88,Texas A&M,5.0,2.0,75.0,180.0,1567.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Texas A&M,1.0,12877530.0,13524047.0
962,Jayden Hastings,2.0,18.316666666666666,87.83,Boston College,12.0,5.0,81.0,225.0,1110.0,,1300.0,506.0,286.0,basketball,2023.0,2.0,0.1726027397260274,Boston College,1.0,8333993.0,8674033.0
963,Fred Payne,2.0,18.316666666666666,86.0,Boston College,9.0,1.0,74.0,170.0,1585.0,,0.0,0.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Boston College,1.0,8333993.0,8674033.0
964,Donald Hand,1.0,19.1,92.3,Boston College,12.0,3.0,77.0,195.0,457.0,,4000.0,2600.0,232.0,basketball,2022.0,14.0,1.1726027397260275,Boston College,1.0,8333993.0,8674033.0
965,Prince Aligbe,4.0,19.1,92.2,Boston College,15.0,4.0,79.0,225.0,1117.0,,11800.0,2200.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Boston College,1.0,8333993.0,8674033.0
966,Armani Mighty,4.0,19.1,85.37,Boston College,1.0,6.0,82.0,225.0,426.0,,0.0,0.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Boston College,1.0,8333993.0,8674033.0
967,Chas Kelley,4.0,19.1,84.0,Boston College,2.0,2.0,77.0,180.0,1599.0,,3900.0,1000.0,4600.0,basketball,2022.0,14.0,1.1726027397260275,Boston College,1.0,8333993.0,8674033.0
968,Nick Petronio,0.0,17.0,88.5,Boston College,1.0,2.0,75.0,180.0,7.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Boston College,1.0,8333993.0,8674033.0
969,AJ Dybantsa,0.0,15.0,99.89,Boston College,12.0,4.0,80.0,185.0,6.0,237000.0,80000.0,2700.0,28000.0,basketball,2026.0,0.0,0.0,Boston College,1.0,8333993.0,8674033.0
970,Rodney Brown,2.0,18.0,87.73,California,6.0,2.0,78.0,170.0,415.0,,0.0,0.0,0.0,basketball,2023.0,2.0,0.1726027397260274,California,1.0,8487064.0,7532218.0
971,Devin Curtis,2.0,18.316666666666666,85.53,California,1.0,5.0,83.0,210.0,326.0,,0.0,0.0,0.0,basketball,2023.0,2.0,0.1726027397260274,California,1.0,8487064.0,7532218.0
972,ND Okafor,4.0,19.1,85.67,California,10.0,5.0,79.0,210.0,7941.0,,5100.0,490.0,0.0,basketball,2022.0,14.0,1.1726027397260275,California,1.0,8487064.0,7532218.0
973,Jovani Ruff,0.0,16.0,96.14,California,13.0,2.0,76.0,175.0,365.0,,0.0,0.0,0.0,basketball,2025.0,0.0,0.0,California,1.0,8487064.0,7532218.0
974,Demarco Johnson,0.0,16.0,92.36,California,8.0,1.0,74.0,155.0,326.0,,0.0,0.0,0.0,basketball,2025.0,0.0,0.0,California,1.0,8487064.0,7532218.0
975,Alec Blair,0.0,16.0,91.56,California,1.0,4.0,78.0,180.0,16.0,,0.0,0.0,0.0,basketball,2025.0,0.0,0.0,California,1.0,8487064.0,7532218.0
976,Jeremiah Wilkinson,0.0,17.0,86.9,California,13.0,1.0,72.0,175.0,2128.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,California,1.0,8487064.0,7532218.0
982,Tafara Gapare,4.0,19.1,92.32,Massachusetts,16.0,5.0,81.0,205.0,69.0,,5800.0,749.0,9400.0,basketball,2022.0,14.0,1.1726027397260275,Massachusetts,1.0,4454190.0,4454190.0
983,RJ Luis,4.0,19.1,85.89,Massachusetts,11.0,3.0,79.0,196.0,1230.0,,6000.0,1300.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Massachusetts,1.0,4454190.0,4454190.0
984,Nate Guerengomba,0.0,17.0,87.54,Massachusetts,11.0,4.0,76.0,200.0,1173.0,,3600.0,0.0,0.0,basketball,2024.0,0.0,0.0,Massachusetts,1.0,4454190.0,4454190.0
989,Dante Allen,0.0,16.0,94.56,Florida Gulf Coast,9.0,2.0,75.0,210.0,98.0,,0.0,0.0,0.0,basketball,2025.0,0.0,0.0,Florida Gulf Coast,3.0,2096074.0,2096074.0
990,Elijah Duval,0.0,17.0,86.44,Florida Gulf Coast,4.0,1.0,74.0,175.0,94.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Florida Gulf Coast,3.0,2096074.0,2096074.0
997,Kaidon Rayfield,0.0,16.0,92.24,Tulsa,4.0,5.0,79.0,180.0,98.0,,1200.0,472.0,0.0,basketball,2025.0,0.0,0.0,Tulsa,1.0,8643531.0,8643531.0
1002,Brock Vice,2.0,18.316666666666666,86.5,Creighton,10.0,6.0,82.0,225.0,541.0,,0.0,0.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Creighton,3.0,13170033.0,10181483.0
1003,Josiah Dotzler,2.0,18.316666666666666,84.0,Creighton,5.0,1.0,74.0,175.0,9.0,,0.0,0.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Creighton,3.0,13170033.0,10181483.0
1004,Sterling Knox,2.0,18.316666666666666,83.5,Creighton,1.0,2.0,77.0,180.0,1090.0,,0.0,0.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Creighton,3.0,13170033.0,10181483.0
1005,Fredrick King,4.0,19.1,91.81,Creighton,5.0,6.0,82.0,220.0,7862.0,,1700.0,0.0,97.0,basketball,2022.0,14.0,1.1726027397260275,Creighton,3.0,13170033.0,10181483.0
1007,Jasen Green,1.0,19.1,87.81,Creighton,6.0,4.0,79.0,210.0,0.0,,3900.0,1900.0,270.0,basketball,2022.0,14.0,1.1726027397260275,Creighton,3.0,13170033.0,10181483.0
1008,Arthur Kaluma,6.0,20.0,95.67,Creighton,9.0,5.0,80.0,225.0,1037.0,,9100.0,4300.0,935.0,basketball,2021.0,26.0,2.1726027397260275,Creighton,3.0,13170033.0,10181483.0
1009,Ryan Nembhard,6.0,20.0,94.66,Creighton,7.0,1.0,73.0,165.0,1188.0,,12500.0,0.0,0.0,basketball,2021.0,26.0,2.1726027397260275,Creighton,3.0,13170033.0,10181483.0
1010,Mason Miller,3.0,20.0,94.07,Creighton,6.0,5.0,81.0,180.0,541.0,,20000.0,1800.0,0.0,basketball,2021.0,26.0,2.1726027397260275,Creighton,3.0,13170033.0,10181483.0
1011,Trey Alexander,6.0,20.0,93.88,Creighton,13.0,2.0,76.0,185.0,409.0,,14700.0,6700.0,27000.0,basketball,2021.0,26.0,2.1726027397260275,Creighton,3.0,13170033.0,10181483.0
1013,Jackson McAndrew,0.0,17.0,95.51,Creighton,8.0,5.0,81.0,190.0,290.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Creighton,3.0,13170033.0,10181483.0
1014,Larry Johnson,0.0,17.0,92.84,Creighton,13.0,2.0,76.0,175.0,1038.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Creighton,3.0,13170033.0,10181483.0
1015,James Moore,0.0,17.0,86.61,Creighton,2.0,5.0,80.0,180.0,1130.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Creighton,3.0,13170033.0,10181483.0
1017,Parker Strauss,2.0,18.316666666666666,86.5,Northwestern,1.0,2.0,76.0,175.0,1735.0,,0.0,0.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Northwestern,1.0,12188897.0,9951517.0
1018,Jordan Clayton,2.0,18.316666666666666,86.0,Northwestern,17.0,1.0,74.0,180.0,849.0,,0.0,0.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Northwestern,1.0,12188897.0,9951517.0
1019,Blake Barkley,2.0,18.316666666666666,84.0,Northwestern,1.0,5.0,80.0,195.0,812.0,,4200.0,0.0,20000.0,basketball,2023.0,2.0,0.1726027397260274,Northwestern,1.0,12188897.0,9951517.0
1020,Luke Hunger,4.0,19.1,85.8,Northwestern,24.0,5.0,82.0,255.0,6100.0,,2500.0,392.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Northwestern,1.0,12188897.0,9951517.0
1021,Julian Roper,6.0,20.0,89.54,Northwestern,16.0,2.0,75.0,183.0,229.0,,0.0,0.0,0.0,basketball,2021.0,26.0,2.1726027397260275,Northwestern,1.0,12188897.0,9951517.0
1022,Brooks Barnhizer,6.0,20.0,88.57,Northwestern,9.0,2.0,78.0,200.0,121.0,,0.0,0.0,0.0,basketball,2021.0,26.0,2.1726027397260275,Northwestern,1.0,12188897.0,9951517.0
1023,KJ Windham,0.0,17.0,86.28,Northwestern,20.0,1.0,74.0,175.0,178.0,,4100.0,0.0,0.0,basketball,2024.0,0.0,0.0,Northwestern,1.0,12188897.0,9951517.0
1024,Angelo Ciaravino,0.0,17.0,85.63,Northwestern,1.0,2.0,77.0,175.0,12.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Northwestern,1.0,12188897.0,9951517.0
1027,Sadraque Nganga,4.0,19.1,90.25,Boise State,12.0,5.0,81.0,205.0,755.0,,10700.0,0.0,100.0,basketball,2022.0,14.0,1.1726027397260275,Boise State,1.0,5026638.0,4070964.0
1029,Asa Thomas,2.0,18.0,86.17,Clemson,14.0,4.0,79.0,185.0,589.0,,0.0,873.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Clemson,1.0,8035346.0,8035346.0
1030,RJ Godfrey,4.0,19.1,88.54,Clemson,17.0,4.0,79.0,210.0,84.0,,2600.0,948.0,1900.0,basketball,2022.0,14.0,1.1726027397260275,Clemson,1.0,8035346.0,8035346.0
1031,Dillon Hunter,4.0,19.1,87.1,Clemson,7.0,2.0,75.0,180.0,111.0,,14800.0,1100.0,5.0,basketball,2022.0,14.0,1.1726027397260275,Clemson,1.0,8035346.0,8035346.0
1032,Chauncey Wiggins,4.0,19.1,85.67,Clemson,11.0,5.0,81.0,190.0,86.0,,2700.0,996.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Clemson,1.0,8035346.0,8035346.0
1035,Dallas Thomas,0.0,17.0,93.17,Clemson,14.0,4.0,80.0,175.0,538.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Clemson,1.0,8035346.0,8035346.0
1036,Ace Buckner,0.0,17.0,88.88,Clemson,1.0,3.0,73.0,165.0,473.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Clemson,1.0,8035346.0,8035346.0
1044,Tyler Ringgold,2.0,18.316666666666666,85.73,Grambling State,4.0,5.0,79.0,195.0,175.0,,0.0,0.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Grambling State,2.0,876580.0,853956.0
1045,TJ Stuttley,0.0,16.0,93.05,Grambling State,1.0,4.0,76.0,175.0,758.0,,0.0,0.0,0.0,basketball,2025.0,0.0,0.0,Grambling State,2.0,876580.0,853956.0
1055,Comeh Emuobor,2.0,18.316666666666666,85.3,UCF,9.0,4.0,77.0,190.0,524.0,,0.0,0.0,0.0,basketball,2023.0,2.0,0.1726027397260274,UCF,1.0,5272722.0,4973583.0
1057,Moustapha Thiam,0.0,16.0,96.61,UCF,3.0,6.0,85.0,200.0,4168.0,,863.0,70.0,0.0,basketball,2025.0,0.0,0.0,UCF,1.0,5272722.0,4973583.0
1058,Brandon Bass Jr.,0.0,15.0,93.44,UCF,6.0,3.0,75.0,170.0,12.0,,2100.0,356.0,0.0,basketball,2026.0,0.0,0.0,UCF,1.0,5272722.0,4973583.0
1062,Justyn Fernandez,4.0,19.1,89.83,George Mason,1.0,2.0,77.0,200.0,90.0,,0.0,0.0,0.0,basketball,2022.0,14.0,1.1726027397260275,George Mason,3.0,5072246.0,5072246.0
1065,Jordan Scott,0.0,16.0,94.82,George Mason,14.0,2.0,77.0,165.0,9.0,,0.0,481.0,0.0,basketball,2025.0,0.0,0.0,George Mason,3.0,5072246.0,5072246.0
1071,Bryson McGlothin,0.0,17.0,83.5,Richmond,8.0,4.0,79.0,180.0,1176.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Richmond,2.0,5482607.0,5482607.0
1075,Caden Diggs,0.0,17.0,91.56,Old Dominion,13.0,4.0,79.0,180.0,148.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Old Dominion,1.0,3403413.0,3403413.0
1076,Eli Rice,2.0,18.316666666666666,85.0,Nebraska,9.0,2.0,79.0,195.0,713.0,,3000.0,492.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Nebraska,1.0,16840124.0,10502588.0
1077,Ramel Lloyd Jr.,1.0,19.1,90.75,Nebraska,25.0,2.0,78.0,204.0,1234.0,,10700.0,2000.0,2600.0,basketball,2022.0,14.0,1.1726027397260275,Nebraska,1.0,16840124.0,10502588.0
1079,Jamarques Lawrence,4.0,19.1,84.0,Nebraska,1.0,2.0,75.0,185.0,1172.0,,0.0,1100.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Nebraska,1.0,16840124.0,10502588.0
1081,Wilhelm Breidenbach,6.0,20.0,91.19,Nebraska,5.0,5.0,82.0,231.0,1256.0,,5700.0,1300.0,0.0,basketball,2021.0,26.0,2.1726027397260275,Nebraska,1.0,16840124.0,10502588.0
1083,A'mare Bynum,0.0,16.0,93.17,Nebraska,4.0,5.0,80.0,210.0,52.0,,0.0,0.0,0.0,basketball,2025.0,0.0,0.0,Nebraska,1.0,16840124.0,10502588.0
1084,Braden Frager,0.0,16.0,88.44,Nebraska,3.0,4.0,78.0,210.0,0.0,,0.0,0.0,0.0,basketball,2025.0,0.0,0.0,Nebraska,1.0,16840124.0,10502588.0
1085,Nick Janowski,0.0,17.0,91.41,Nebraska,8.0,2.0,75.0,200.0,462.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Nebraska,1.0,16840124.0,10502588.0
1086,Brooks Bahr,0.0,17.0,85.65,Nebraska,22.0,2.0,76.0,180.0,543.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Nebraska,1.0,16840124.0,10502588.0
1087,Seven Spurlock,0.0,15.0,95.78,Nebraska,5.0,4.0,76.0,210.0,527.0,,1800.0,428.0,0.0,basketball,2026.0,0.0,0.0,Nebraska,1.0,16840124.0,10502588.0
1091,Jordan Vick,0.0,17.0,85.37,East Carolina,6.0,1.0,70.0,160.0,53.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,East Carolina,1.0,4255304.0,4254033.0
1102,Kayden Allen,0.0,15.0,96.25,Georgia State,10.0,2.0,77.0,180.0,28.0,,4200.0,646.0,0.0,basketball,2026.0,0.0,0.0,Georgia State,1.0,2925485.0,2915485.0
1115,Mark Armstrong,4.0,19.1,95.48,Villanova,25.0,3.0,74.0,157.0,75.0,,16800.0,2100.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Villanova,2.0,20513366.0,18715756.0
1116,Brendan Hausen,4.0,19.1,93.8,Villanova,13.0,2.0,76.0,180.0,1481.0,,0.0,0.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Villanova,2.0,20513366.0,18715756.0
1117,Jordan Longino,6.0,20.0,95.74,Villanova,10.0,2.0,77.0,195.0,10.0,,7300.0,889.0,5600.0,basketball,2021.0,26.0,2.1726027397260275,Villanova,2.0,20513366.0,18715756.0
1118,Nnanna Njoku,6.0,20.0,92.62,Villanova,11.0,5.0,81.0,245.0,25.0,,7500.0,1200.0,0.0,basketball,2021.0,26.0,2.1726027397260275,Villanova,2.0,20513366.0,18715756.0
1119,Malcolm Thomas,0.0,17.0,86.99,Villanova,9.0,5.0,80.0,195.0,113.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Villanova,2.0,20513366.0,18715756.0
1123,William Patterson,2.0,18.316666666666666,82.5,Syracuse,5.0,6.0,85.0,220.0,197.0,,0.0,0.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Syracuse,1.0,34157191.0,14822271.0
1124,Judah Mintz,4.0,19.1,95.35,Syracuse,14.0,3.0,75.0,172.0,289.0,96000.0,20000.0,3700.0,5200.0,basketball,2022.0,14.0,1.1726027397260275,Syracuse,1.0,34157191.0,14822271.0
1125,Chris Bell,4.0,19.1,93.66,Syracuse,21.0,4.0,79.0,180.0,2405.0,,8400.0,1100.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Syracuse,1.0,34157191.0,14822271.0
1126,Justin Taylor,4.0,19.1,91.58,Syracuse,18.0,3.0,78.0,205.0,365.0,,6000.0,2400.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Syracuse,1.0,34157191.0,14822271.0
1127,Quadir Copeland,4.0,19.1,90.58,Syracuse,10.0,2.0,78.0,203.0,228.0,,11500.0,1400.0,200.0,basketball,2022.0,14.0,1.1726027397260275,Syracuse,1.0,34157191.0,14822271.0
1128,Peter Carey,4.0,19.1,86.0,Syracuse,1.0,6.0,83.0,200.0,187.0,,0.0,0.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Syracuse,1.0,34157191.0,14822271.0
1129,Maliq Brown,4.0,19.1,84.33,Syracuse,23.0,5.0,80.0,213.0,333.0,,4200.0,1300.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Syracuse,1.0,34157191.0,14822271.0
1130,Benny Williams,6.0,20.0,97.07,Syracuse,12.0,5.0,80.0,208.0,1137.0,,7100.0,2900.0,0.0,basketball,2021.0,26.0,2.1726027397260275,Syracuse,1.0,34157191.0,14822271.0
1131,Donnie Freeman,0.0,17.0,96.34,Syracuse,17.0,5.0,81.0,200.0,289.0,,0.0,1100.0,0.0,basketball,2024.0,0.0,0.0,Syracuse,1.0,34157191.0,14822271.0
1132,Elijah Moore,0.0,17.0,93.56,Syracuse,18.0,2.0,75.0,170.0,192.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Syracuse,1.0,34157191.0,14822271.0
1138,Isiah Harwell,0.0,16.0,98.62,BYU,25.0,2.0,77.0,190.0,189.0,216000.0,12100.0,528.0,811.0,basketball,2025.0,0.0,0.0,BYU,1.0,8568291.0,7992831.0
1139,Brody Kozlowski,0.0,17.0,91.71,BYU,17.0,4.0,78.0,185.0,38.0,,1600.0,702.0,312.0,basketball,2024.0,0.0,0.0,BYU,1.0,8568291.0,7992831.0
1140,Isaac Davis,0.0,17.0,89.01,BYU,8.0,5.0,79.0,230.0,227.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,BYU,1.0,8568291.0,7992831.0
